"movie_title" "movie_detail" "movie_num" "movie_evaluate" "link"
                            1961(上集) / 1964(下集) / 1978(全本) / 2004(纪念版)<U+00A0>/<U+00A0>中国大陆<U+00A0>/<U+00A0>动画 奇幻
                        " "9.2" "89937人评价" "https://movie.douban.com/subject/1418019/"
"83" "射雕英雄传之东成西就" "
                            导演: 刘镇伟 Jeffrey Lau<U+00A0><U+00A0><U+00A0>主演: 梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...
                            1993<U+00A0>/<U+00A0>香港<U+00A0>/<U+00A0>喜剧 古装
                        " "8.7" "258201人评价" "https://movie.douban.com/subject/1316510/"
"84" "重庆森林" "
                            导演: 王家卫 Kar Wai Wong<U+00A0><U+00A0><U+00A0>主演: 林青霞 Brigitte Lin / 金城武 Takeshi K...
                            1994<U+00A0>/<U+00A0>香港<U+00A0>/<U+00A0>剧情 爱情
                        " "8.6" "303359人评价" "https://movie.douban.com/subject/1291999/"
"85" "阳光姐妹淘" "
                            导演: 姜炯哲 Hyeong-Cheol Kang<U+00A0><U+00A0><U+00A0>主演: 沈恩京 Eun-kyung Shim / 闵孝琳 Hy...
                            2011<U+00A0>/<U+00A0>韩国<U+00A0>/<U+00A0>剧情 喜剧
                        " "8.8" "251165人评价" "https://movie.douban.com/subject/4917726/"
"86" "上帝之城" "
                            导演: Kátia Lund / Fernando Meirelles<U+00A0><U+00A0><U+00A0>主演: Alexandre Rodrigues / Lea...
                            2002<U+00A0>/<U+00A0>巴西 法国<U+00A0>/<U+00A0>犯罪 剧情
                        " "8.9" "149580人评价" "https://movie.douban.com/subject/1292208/"
"87" "甜蜜蜜" "
                            导演: 陈可辛 Peter Chan<U+00A0><U+00A0><U+00A0>主演: 黎明 Leon Lai / 张曼玉 Maggie Cheung / ...
                            1996<U+00A0>/<U+00A0>香港<U+00A0>/<U+00A0>剧情 爱情
                        " "8.7" "218595人评价" "https://movie.douban.com/subject/1305164/"
"88" "禁闭岛" "
                            导演: Martin Scorsese<U+00A0><U+00A0><U+00A0>主演: 莱昂纳多·迪卡普里奥 Leonardo DiCaprio / ...
                            2010<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 悬疑 惊悚
                        " "8.6" "332964人评价" "https://movie.douban.com/subject/2334904/"
"89" "致命ID" "
                            导演: James Mangold<U+00A0><U+00A0><U+00A0>主演: John Cusack / Ray Liotta / Amanda Peet
                            2003<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 悬疑 惊悚
                        " "8.6" "294709人评价" "https://movie.douban.com/subject/1297192/"
"90" "告白" "
                            导演: 中岛哲也 Tetsuya Nakashima<U+00A0><U+00A0><U+00A0>主演: 松隆子 Takako Matsu / 冈田将生 ...
                            2010<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>剧情 惊悚
                        " "8.6" "318030人评价" "https://movie.douban.com/subject/4268598/"
"91" "一一" "
                            导演: 杨德昌<U+00A0><U+00A0><U+00A0>主演: 吴念真 / 李凯莉 Kelly Lee / 金燕玲 Elaine Jin
                            2000<U+00A0>/<U+00A0>台湾 日本<U+00A0>/<U+00A0>剧情 爱情 家庭
                        " "8.9" "143332人评价" "https://movie.douban.com/subject/1292434/"
"92" "加勒比海盗" "
                            导演: 戈尔·维宾斯基 Gore Verbinski<U+00A0><U+00A0><U+00A0>主演: 约翰尼·德普 Johnny Depp / ...
                            2003<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>动作 冒险 奇幻
                        " "8.6" "311640人评价" "https://movie.douban.com/subject/1298070/"
"93" "爱在黎明破晓前" "
                            导演: 理查德·林克莱特 Richard Linklater<U+00A0><U+00A0><U+00A0>主演: 伊桑·霍克 Ethan Hawke ...
                            1995<U+00A0>/<U+00A0>美国 奥地利 瑞士<U+00A0>/<U+00A0>剧情 爱情
                        " "8.7" "203347人评价" "https://movie.douban.com/subject/1296339/"
"94" "狩猎" "
                            导演: 托马斯·温特伯格 Thomas Vinterberg<U+00A0><U+00A0><U+00A0>主演: 麦斯·米科尔森 Mads Mik...
                            2012<U+00A0>/<U+00A0>丹麦 瑞典<U+00A0>/<U+00A0>剧情
                        " "9.0" "111818人评价" "https://movie.douban.com/subject/6985810/"
"95" "布达佩斯大饭店" "
                            导演: 韦斯·安德森 Wes Anderson<U+00A0><U+00A0><U+00A0>主演: 拉尔夫·费因斯 Ralph Fiennes / ...
                            2014<U+00A0>/<U+00A0>美国 德国 英国<U+00A0>/<U+00A0>剧情 喜剧
                        " "8.7" "282061人评价" "https://movie.douban.com/subject/11525673/"
"96" "阿凡达" "
                            导演: 詹姆斯·卡梅隆 James Cameron<U+00A0><U+00A0><U+00A0>主演: 萨姆·沃辛顿 Sam Worthington ...
                            2009<U+00A0>/<U+00A0>美国 英国<U+00A0>/<U+00A0>动作 冒险 奇幻 科幻
                        " "8.6" "499111人评价" "https://movie.douban.com/subject/1652587/"
"97" "断背山" "
                            导演: 李安 Ang Lee<U+00A0><U+00A0><U+00A0>主演: 希斯·莱杰 Heath Ledger / 杰克·吉伦哈尔 Jake...
                            2005<U+00A0>/<U+00A0>美国 加拿大<U+00A0>/<U+00A0>剧情 爱情 同性 家庭
                        " "8.6" "298033人评价" "https://movie.douban.com/subject/1418834/"
"98" "风之谷" "
                            导演: 宫崎骏 Hayao Miyazaki<U+00A0><U+00A0><U+00A0>主演: 岛本须美 Sumi Shimamoto / 京田尚子 H...
                            1984<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>科幻 动画 奇幻 冒险
                        " "8.8" "164489人评价" "https://movie.douban.com/subject/1291585/"
"99" "萤火虫之墓" "
                            导演: 高畑勋 Isao Takahata<U+00A0><U+00A0><U+00A0>主演: 辰己努 / 白石绫乃 / 志乃原良子
                            1988<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>动画 剧情 战争
                        " "8.7" "191022人评价" "https://movie.douban.com/subject/1293318/"
"100" "摩登时代" "
                            导演: 查理·卓别林 Charles Chaplin<U+00A0><U+00A0><U+00A0>主演: 查理·卓别林 Charles Chaplin ...
                            1936<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>喜剧 剧情 爱情
                        " "9.2" "79747人评价" "https://movie.douban.com/subject/1294371/"
"101" "爱在日落黄昏时" "
                            导演: 理查德·林克莱特 Richard Linklater<U+00A0><U+00A0><U+00A0>主演: 伊桑·霍克 Ethan Hawke ...
                            2004<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 爱情
                        " "8.7" "185639人评价" "https://movie.douban.com/subject/1291990/"
"102" "猫鼠游戏" "
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg<U+00A0><U+00A0><U+00A0>主演: 莱昂纳多·迪卡普里奥 L...
                            2002<U+00A0>/<U+00A0>美国 加拿大<U+00A0>/<U+00A0>传记 犯罪 剧情
                        " "8.7" "201168人评价" "https://movie.douban.com/subject/1305487/"
"103" "侧耳倾听" "
                            导演: 近藤喜文 Yoshifumi Kondo<U+00A0><U+00A0><U+00A0>主演: 本名阳子 Youko Honna / 小林桂树 K...
                            1995<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>剧情 爱情 动画 音乐
                        " "8.8" "154853人评价" "https://movie.douban.com/subject/1297052/"
"104" "末代皇帝" "
                            导演: 贝纳尔多·贝托鲁奇 Bernardo Bertolucci<U+00A0><U+00A0><U+00A0>主演: 尊龙 John Lone / 陈...
                            1987<U+00A0>/<U+00A0>意大利 中国大陆 英国 法国<U+00A0>/<U+00A0>剧情 传记 历史
                        " "8.8" "146869人评价" "https://movie.douban.com/subject/1293172/"
"105" "驯龙高手" "
                            导演: 迪恩·德布洛斯 Dean DeBlois / 克里斯·桑德斯 Chris Sanders<U+00A0><U+00A0><U+00A0>主演:...
                            2010<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>喜剧 动画 奇幻 冒险 家庭
                        " "8.7" "266149人评价" "https://movie.douban.com/subject/2353023/"
"106" "哈利·波特与魔法石" "
                            导演: Chris Columbus<U+00A0><U+00A0><U+00A0>主演: Daniel Radcliffe / Emma Watson / Rupert Grint
                            2001<U+00A0>/<U+00A0>美国 英国<U+00A0>/<U+00A0>奇幻 冒险
                        " "8.6" "228266人评价" "https://movie.douban.com/subject/1295038/"
"107" "超脱" "
                            导演: 托尼·凯耶 Tony Kaye<U+00A0><U+00A0><U+00A0>主演: 艾德里安·布洛迪 Adrien Brody / 克里...
                            2011<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情
                        " "8.7" "158980人评价" "https://movie.douban.com/subject/5322596/"
"108" "疯狂动物城" "
                            导演: 拜伦·霍华德 Byron Howard / 瑞奇·摩尔 Rich Moore<U+00A0><U+00A0><U+00A0>主演: 金妮弗·...
                            2016<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>喜剧 动作 动画 冒险
                        " "9.2" "453217人评价" "https://movie.douban.com/subject/25662329/"
"109" "海洋" "
                            导演: 雅克·贝汉 Jacques Perrin / 雅克·克鲁奥德 Jacques Cluzaud<U+00A0><U+00A0><U+00A0>主演:...
                            2009<U+00A0>/<U+00A0>法国 瑞士 西班牙 美国 阿联酋<U+00A0>/<U+00A0>纪录片
                        " "9.0" "94740人评价" "https://movie.douban.com/subject/3443389/"
"110" "幸福终点站" "
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg<U+00A0><U+00A0><U+00A0>主演: 汤姆·汉克斯 Tom Hanks...
                            2004<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>喜剧 剧情 爱情
                        " "8.6" "212927人评价" "https://movie.douban.com/subject/1292274/"
"111" "穿条纹睡衣的男孩" "
                            导演: 马克·赫门 Mark Herman<U+00A0><U+00A0><U+00A0>主演: 阿沙·巴特菲尔德 Asa Butterfield / ...
                            2008<U+00A0>/<U+00A0>英国 美国<U+00A0>/<U+00A0>剧情 战争
                        " "8.8" "126515人评价" "https://movie.douban.com/subject/3008247/"
"112" "燃情岁月" "
                            导演: 爱德华·兹威克 Edward Zwick<U+00A0><U+00A0><U+00A0>主演: 安东尼·霍普金斯 Anthony Hopki...
                            1994<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 爱情 西部 家庭
                        " "8.8" "141935人评价" "https://movie.douban.com/subject/1295865/"
"113" "菊次郎的夏天" "
                            导演: 北野武 Takeshi Kitano<U+00A0><U+00A0><U+00A0>主演: 北野武 Takeshi Kitano / 关口雄介 Yus...
                            1999<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>剧情 喜剧
                        " "8.7" "164618人评价" "https://movie.douban.com/subject/1293359/"
"114" "倩女幽魂" "
                            导演: 程小东 Siu-Tung Ching<U+00A0><U+00A0><U+00A0>主演: 张国荣 Leslie Cheung / 王祖贤 Joey W...
                            1987<U+00A0>/<U+00A0>香港<U+00A0>/<U+00A0>剧情 爱情 武侠 古装
                        " "8.6" "227613人评价" "https://movie.douban.com/subject/1297447/"
"115" "消失的爱人" "
                            导演: 大卫·芬奇 David Fincher<U+00A0><U+00A0><U+00A0>主演: 本·阿弗莱克 Ben Affleck / 罗莎蒙...
                            2014<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 犯罪 悬疑 惊悚
                        " "8.7" "321707人评价" "https://movie.douban.com/subject/21318488/"
"116" "神偷奶爸" "
                            导演: 皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud<U+00A0><U+00A0><U+00A0>主演: ...
                            2010<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>儿童 喜剧 动画
                        " "8.5" "344007人评价" "https://movie.douban.com/subject/3287562/"
"117" "电锯惊魂" "
                            导演: 詹姆斯·温 James Wan<U+00A0><U+00A0><U+00A0>主演: 雷·沃纳尔 Leigh Whannell / 加利·艾...
                            2004<U+00A0>/<U+00A0>美国 澳大利亚<U+00A0>/<U+00A0>犯罪 悬疑 惊悚
                        " "8.6" "185373人评价" "https://movie.douban.com/subject/1417598/"
"118" "谍影重重3" "
                            导演: 保罗·格林格拉斯 Paul Greengrass<U+00A0><U+00A0><U+00A0>主演: 马特·达蒙 Matt Damon / ...
                            2007<U+00A0>/<U+00A0>美国 德国<U+00A0>/<U+00A0>动作 悬疑 冒险
                        " "8.7" "168725人评价" "https://movie.douban.com/subject/1578507/"
"119" "真爱至上" "
                            导演: 理查德·柯蒂斯 Richard Curtis<U+00A0><U+00A0><U+00A0>主演: 休·格兰特 Hugh Grant / 柯林...
                            2003<U+00A0>/<U+00A0>英国 美国 法国<U+00A0>/<U+00A0>喜剧 剧情 爱情
                        " "8.5" "291451人评价" "https://movie.douban.com/subject/1292401/"
"120" "岁月神偷" "
                            导演: 罗启锐 Alex Law<U+00A0><U+00A0><U+00A0>主演: 吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...
                            2010<U+00A0>/<U+00A0>香港 中国大陆<U+00A0>/<U+00A0>剧情 家庭
                        " "8.6" "288371人评价" "https://movie.douban.com/subject/3792799/"
"121" "借东西的小人阿莉埃蒂" "
                            导演: 米林宏昌 Hiromasa Yonebayashi<U+00A0><U+00A0><U+00A0>主演: 志田未来 Mirai Shida / 神木...
                            2010<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>动画 奇幻 冒险
                        " "8.7" "201022人评价" "https://movie.douban.com/subject/4202302/"
"122" "雨人" "
                            导演: 巴瑞·莱文森 Barry Levinson<U+00A0><U+00A0><U+00A0>主演: 达斯汀·霍夫曼 Dustin Hoffman ...
                            1988<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情
                        " "8.6" "197568人评价" "https://movie.douban.com/subject/1291870/"
"123" "虎口脱险" "
                            导演: 杰拉尔·乌里 Gérard Oury<U+00A0><U+00A0><U+00A0>主演: 路易·德·菲耐斯 Louis de Funès...
                            1966<U+00A0>/<U+00A0>法国 英国<U+00A0>/<U+00A0>喜剧 战争
                        " "8.9" "100707人评价" "https://movie.douban.com/subject/1296909/"
"124" "七武士" "
                            导演: 黑泽明 Akira Kurosawa<U+00A0><U+00A0><U+00A0>主演: 三船敏郎 Toshir<U+00F4> Mifune / 志村乔 ...
                            1954<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>动作 冒险 剧情
                        " "9.1" "69731人评价" "https://movie.douban.com/subject/1295399/"
"125" "恐怖直播" "
                            导演: 金秉祐 Byeong-woo Kim<U+00A0><U+00A0><U+00A0>主演: 河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...
                            2013<U+00A0>/<U+00A0>韩国<U+00A0>/<U+00A0>剧情 犯罪 悬疑
                        " "8.7" "193674人评价" "https://movie.douban.com/subject/21360417/"
"126" "贫民窟的百万富翁" "
                            导演: 丹尼·鲍尔 Danny Boyle / 洛芙琳·坦丹 Loveleen Tandan<U+00A0><U+00A0><U+00A0>主演: 戴夫...
                            2008<U+00A0>/<U+00A0>英国 美国<U+00A0>/<U+00A0>剧情 爱情
                        " "8.5" "375307人评价" "https://movie.douban.com/subject/2209573/"
"127" "东邪西毒" "
                            导演: 王家卫 Kar Wai Wong<U+00A0><U+00A0><U+00A0>主演: 张国荣 Leslie Cheung / 张曼玉 Maggie C...
                            1994<U+00A0>/<U+00A0>香港 台湾<U+00A0>/<U+00A0>剧情 动作 爱情 武侠 古装
                        " "8.6" "233057人评价" "https://movie.douban.com/subject/1292328/"
"128" "记忆碎片" "
                            导演: 克里斯托弗·诺兰 Christopher Nolan<U+00A0><U+00A0><U+00A0>主演: 盖·皮尔斯 Guy Pearce /...
                            2000<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>犯罪 剧情 悬疑 惊悚
                        " "8.5" "257701人评价" "https://movie.douban.com/subject/1304447/"
"129" "疯狂原始人" "
                            导演: 科克·德·米科 Kirk De Micco / 克里斯·桑德斯 Chris Sanders<U+00A0><U+00A0><U+00A0>主演...
                            2013<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>喜剧 动画 冒险
                        " "8.7" "347957人评价" "https://movie.douban.com/subject/1907966/"
"130" "杀人回忆" "
                            导演: 奉俊昊 Joon-ho Bong<U+00A0><U+00A0><U+00A0>主演: 宋康昊 Kang-ho Song / 金相庆 Sang-kyun...
                            2003<U+00A0>/<U+00A0>韩国<U+00A0>/<U+00A0>犯罪 剧情 悬疑 惊悚
                        " "8.6" "189892人评价" "https://movie.douban.com/subject/1300299/"
"131" "怪兽电力公司" "
                            导演: 彼特·道格特 Pete Docter / 大卫·斯沃曼 David Silverman<U+00A0><U+00A0><U+00A0>主演: 约...
                            2001<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>喜剧 动画 儿童 奇幻
                        " "8.6" "220085人评价" "https://movie.douban.com/subject/1291579/"
"132" "红辣椒" "
                            导演: 今敏 Satoshi Kon<U+00A0><U+00A0><U+00A0>主演: 林原惠美 Megumi Hayashibara / 古谷彻 T...
                            2006<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>动画 悬疑 科幻 惊悚
                        " "8.8" "114929人评价" "https://movie.douban.com/subject/1865703/"
"133" "卢旺达饭店" "
                            导演: 特瑞·乔治 Terry George<U+00A0><U+00A0><U+00A0>主演: 唐·钱德尔 Don Cheadle / 苏菲·奥...
                            2004<U+00A0>/<U+00A0>英国 南非 意大利 美国<U+00A0>/<U+00A0>剧情 历史 战争
                        " "8.8" "109189人评价" "https://movie.douban.com/subject/1291822/"
"134" "穿越时空的少女" "
                            导演: 细田守 Mamoru Hosoda<U+00A0><U+00A0><U+00A0>主演: 仲里依纱 Riisa Naka / 石田卓也 Takuya...
                            2006<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>剧情 爱情 科幻 动画
                        " "8.6" "172590人评价" "https://movie.douban.com/subject/1937946/"
"135" "黑天鹅" "
                            导演: 达伦·阿罗诺夫斯基 Darren Aronofsky<U+00A0><U+00A0><U+00A0>主演: 娜塔丽·波曼 Natalie P...
                            2010<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 惊悚
                        " "8.5" "389455人评价" "https://movie.douban.com/subject/1978709/"
"136" "魂断蓝桥" "
                            导演: Mervyn LeRoy<U+00A0><U+00A0><U+00A0>主演: Vivien Leigh / Robert Taylor / Lucile Watson
                            1940<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 战争 爱情
                        " "8.8" "121835人评价" "https://movie.douban.com/subject/1293964/"
"137" "恋恋笔记本" "
                            导演: 尼克·卡索维茨 Nick Cassavetes<U+00A0><U+00A0><U+00A0>主演: 瑞恩·高斯林 Ryan Gosling /...
                            2004<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 爱情
                        " "8.5" "258624人评价" "https://movie.douban.com/subject/1309163/"
"138" "猜火车" "
                            导演: 丹尼·鲍尔 Danny Boyle<U+00A0><U+00A0><U+00A0>主演: 伊万·麦克格雷格 Ewan McGregor / 艾...
                            1996<U+00A0>/<U+00A0>英国<U+00A0>/<U+00A0>犯罪 剧情
                        " "8.5" "228530人评价" "https://movie.douban.com/subject/1292528/"
"139" "喜宴" "
                            导演: 李安<U+00A0><U+00A0><U+00A0>主演: 赵文瑄 / 归亚蕾 / 金素梅
                            1993<U+00A0>/<U+00A0>台湾 美国<U+00A0>/<U+00A0>剧情 喜剧 爱情 同性 家庭
                        " "8.8" "124373人评价" "https://movie.douban.com/subject/1303037/"
"140" "英雄本色" "
                            导演: 吴宇森 John Woo<U+00A0><U+00A0><U+00A0>主演: 周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...
                            1986<U+00A0>/<U+00A0>香港<U+00A0>/<U+00A0>动作 犯罪
                        " "8.7" "135631人评价" "https://movie.douban.com/subject/1297574/"
"141" "傲慢与偏见" "
                            导演: 乔·怀特 Joe Wright<U+00A0><U+00A0><U+00A0>主演: 凯拉·奈特莉 Keira Knightley / 马修·...
                            2005<U+00A0>/<U+00A0>法国 英国 美国<U+00A0>/<U+00A0>剧情 爱情
                        " "8.4" "277405人评价" "https://movie.douban.com/subject/1418200/"
"142" "雨中曲" "
                            导演: Stanley Donen / Gene Kelly<U+00A0><U+00A0><U+00A0>主演: Gene Kelly / Donald O'Connor / ...
                            1952<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>喜剧 歌舞 爱情
                        " "8.9" "86646人评价" "https://movie.douban.com/subject/1293460/"
"143" "教父3" "
                            导演: 弗朗西斯·福特·科波拉 Francis Ford Coppola<U+00A0><U+00A0><U+00A0>主演: 阿尔·帕西诺 A...
                            1990<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 犯罪
                        " "8.7" "119125人评价" "https://movie.douban.com/subject/1294240/"
"144" "小森林 夏秋篇" "
                            导演: 森淳一 Junichi Mori<U+00A0><U+00A0><U+00A0>主演: 桥本爱 Ai Hashimoto / 三浦贵大 Takahir...
                            2014<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>剧情
                        " "8.9" "110028人评价" "https://movie.douban.com/subject/25814705/"
"145" "完美的世界" "
                            导演: 克林特·伊斯特伍德 Clint Eastwood<U+00A0><U+00A0><U+00A0>主演: 凯文·科斯特纳 Kevin Cos...
                            1993<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 犯罪
                        " "9.0" "72322人评价" "https://movie.douban.com/subject/1300992/"
"146" "喜剧之王" "
                            导演: 周星驰 Stephen Chow / 李力持 Lik-Chi Lee<U+00A0><U+00A0><U+00A0>主演: 周星驰 Stephen Ch...
                            1999<U+00A0>/<U+00A0>香港<U+00A0>/<U+00A0>喜剧 剧情 爱情
                        " "8.4" "278438人评价" "https://movie.douban.com/subject/1302425/"
"147" "纵横四海" "
                            导演: 吴宇森 John Woo<U+00A0><U+00A0><U+00A0>主演: 周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...
                            1991<U+00A0>/<U+00A0>香港<U+00A0>/<U+00A0>剧情 喜剧 动作 犯罪
                        " "8.7" "129956人评价" "https://movie.douban.com/subject/1295409/"
"148" "玩具总动员3" "
                            导演: 李·昂克里奇 Lee Unkrich<U+00A0><U+00A0><U+00A0>主演: 汤姆·汉克斯 Tom Hanks / 蒂姆·艾...
                            2010<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>喜剧 动画 奇幻 冒险
                        " "8.7" "181109人评价" "https://movie.douban.com/subject/1858711/"
"149" "萤火之森" "
                            导演: 大森贵弘 Takahiro Omori<U+00A0><U+00A0><U+00A0>主演: 佐仓绫音 Ayane Sakura / 内山昂辉 K...
                            2011<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>剧情 爱情 动画 奇幻
                        " "8.7" "140549人评价" "https://movie.douban.com/subject/5989818/"
"150" "人工智能" "
                            导演: 史蒂文·斯皮尔伯格 Steven Spielberg<U+00A0><U+00A0><U+00A0>主演: 海利·乔·奥斯蒙 Haley...
                            2001<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>冒险 剧情 科幻
                        " "8.6" "176711人评价" "https://movie.douban.com/subject/1302827/"
"151" "我是山姆" "
                            导演: 杰茜·尼尔森 Jessie Nelson<U+00A0><U+00A0><U+00A0>主演: Sean Penn / Dakota Fanning / Mi...
                            2001<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>剧情 家庭
                        " "8.8" "92990人评价" "https://movie.douban.com/subject/1306861/"
"152" "香水" "
                            导演: 汤姆·提克威 Tom Tykwer<U+00A0><U+00A0><U+00A0>主演: 本·卫肖 Ben Whishaw / 艾伦·瑞克...
                            2006<U+00A0>/<U+00A0>德国 法国 西班牙 美国<U+00A0>/<U+00A0>剧情 犯罪 奇幻
                        " "8.4" "255651人评价" "https://movie.douban.com/subject/1760622/"
"153" "浪潮" "
                            导演: 丹尼斯·甘塞尔 Dennis Gansel<U+00A0><U+00A0><U+00A0>主演: 尤尔根·沃格尔 Jürgen Vogel ...
                            2008<U+00A0>/<U+00A0>德国<U+00A0>/<U+00A0>剧情 惊悚
                        " "8.7" "119450人评价" "https://movie.douban.com/subject/2297265/"
"154" "冰川时代" "
                            导演: 卡洛斯·沙尔丹哈 Carlos Saldanha / 克里斯·韦奇 Chris Wedge<U+00A0><U+00A0><U+00A0>主演...
                            2002<U+00A0>/<U+00A0>美国<U+00A0>/<U+00A0>喜剧 动画 冒险
                        " "8.4" "251136人评价" "https://movie.douban.com/subject/1291578/"
"155" "7号房的礼物" "
                            导演: 李焕庆 Hwan-kyeong Lee<U+00A0><U+00A0><U+00A0>主演: 柳承龙 Seung-yong Ryoo / 朴信惠 Shi...
                            2013<U+00A0>/<U+00A0>韩国<U+00A0>/<U+00A0>剧情 喜剧 家庭
                        " "8.7" "154401人评价" "https://movie.douban.com/subject/10777687/"
"156" "撞车" "
                            导演: 保罗·哈吉斯 Paul Haggis<U+00A0><U+00A0><U+00A0>主演: 桑德拉·布洛克 Sandra Bullock / ...
                            2004<U+00A0>/<U+00A0>美国 德国<U+00A0>/<U+00A0>犯罪 剧情
                        " "8.6" "163074人评价" "https://movie.douban.com/subject/1388216/"
"157" "哈利·波特与死亡圣器(下)" "
                            导演: 大卫·叶茨 David Yates<U+00A0><U+00A0><U+00A0>主演: 丹尼尔·雷德克里夫 Daniel Radcliffe...
                            2011<U+00A0>/<U+00A0>美国 英国<U+00A0>/<U+00A0>剧情 悬疑 奇幻 冒险
                        " "8.6" "252350人评价" "https://movie.douban.com/subject/3011235/"
"158" "花样年华" "
                            导演: 王家卫 Kar Wai Wong<U+00A0><U+00A0><U+00A0>主演: 梁朝伟 Tony Leung Chiu Wai / 张曼玉 Ma...
                            2000<U+00A0>/<U+00A0>香港 法国<U+00A0>/<U+00A0>剧情 爱情
                        " "8.4" "223393人评价" "https://movie.douban.com/subject/1291557/"
"159" "朗读者" "
                            导演: 史蒂芬·戴德利 Stephen Daldry<U+00A0><U+00A0><U+00A0>主演: 凯特·温丝莱特 Kate Winslet ...
                            2008<U+00A0>/<U+00A0>美国 德国<U+00A0>/<U+00A0>剧情 爱情
                        " "8.5" "262102人评价" "https://movie.douban.com/subject/2213597/"
"160" "追随" "
                            导演: 克里斯托弗·诺兰 Christopher Nolan<U+00A0><U+00A0><U+00A0>主演: 杰里米·西奥伯德 Jeremy...
                            1998<U+00A0>/<U+00A0>英国<U+00A0>/<U+00A0>犯罪 悬疑 惊悚
                        " "9.0" "72378人评价" "https://movie.douban.com/subject/1397546/"
"161" "一次别离" "
                            导演: 阿斯哈·法哈蒂  Asghar Farhadi<U+00A0><U+00A0><U+00A0>主演: 佩曼·莫阿迪 Peyman Moadi /...
                            2011<U+00A0>/<U+00A0>伊朗 法国<U+00A0>/<U+00A0>剧情 家庭
                        " "8.7" "121707人评价" "https://movie.douban.com/subject/5964718/"
"162" "碧海蓝天" "
                            导演: Luc Besson<U+00A0><U+00A0><U+00A0>主演: Jean-Marc Barr / Jean Reno / Rosanna Arquette
                            1988<U+00A0>/<U+00A0>法国 美国 意大利<U+00A0>/<U+00A0>剧情 爱情
                        " "8.7" "102928人评价" "https://movie.douban.com/subject/1300960/"
"163" "秒速5厘米" "
                            导演: 新海诚 Makoto Shinkai<U+00A0><U+00A0><U+00A0>主演: 水桥研二 Kenji Mizuhashi / 近藤好美 ...
                            2007<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>动画 剧情 爱情
                        " "8.4" "268376人评价" "https://movie.douban.com/subject/2043546/"
"164" "罗生门" "
                            导演: 黑泽明 Akira Kurosawa<U+00A0><U+00A0><U+00A0>主演: 三船敏郎 Toshir<U+00F4> Mifune / 千秋实 ...
                            1950<U+00A0>/<U+00A0>日本<U+00A0>/<U+00A0>犯罪 剧情 悬疑
                        " "8.7" "111794人评价" "https://movie.douban.com/subject/1291879/"
"165" "梦之安魂曲" "
                            导演: 达伦·阿伦诺夫斯基 Darren Aronofsky<U+00A0><U+00A0><U+00A0>主演: 艾伦·伯斯汀 Ellen Bur...
